date,open,high,low,close,volume
2023-03-17,0.2512,0.6998,0.2445,0.2599,2109048.5
2023-03-18,0.2598,0.2598,0.24,0.2495,3642863.0
2023-03-19,0.249,0.2549,0.2446,0.2516,686791.8
2023-03-20,0.2521,0.2667,0.2456,0.2469,2402964.3
2023-03-21,0.2465,0.2482,0.2344,0.2467,332076.9
2023-03-22,0.2463,0.2463,0.2328,0.236,687777.9
2023-03-23,0.2361,0.2447,0.2344,0.2417,892252.5
2023-03-24,0.2419,0.242,0.2331,0.2341,346704.9
2023-03-25,0.2343,0.2399,0.2328,0.234,284270.6
2023-03-26,0.2334,0.2385,0.2322,0.2372,200846.2
2023-03-27,0.2365,0.2372,0.2181,0.2228,1028161.4
2023-03-28,0.2227,0.2506,0.2172,0.2271,3554251.7
2023-03-29,0.2273,0.242,0.2253,0.2381,1632981.6
2023-03-30,0.2374,0.2439,0.2284,0.236,2214572.1
2023-03-31,0.2364,0.2558,0.2295,0.2409,2510678.9
2023-04-01,0.2409,0.2467,0.2393,0.2452,477246.3
2023-04-02,0.2454,0.2581,0.2353,0.2384,2135708.9
2023-04-03,0.2378,0.2392,0.2292,0.2334,1225403.3
2023-04-04,0.2337,0.244,0.2309,0.2402,1471282.9
2023-04-05,0.2402,0.257,0.2384,0.2539,3986272.1
2023-04-06,0.2535,0.29,0.249,0.2687,11570676.8
2023-04-07,0.2689,0.2692,0.2484,0.2524,3025305.2
2023-04-08,0.2518,0.2536,0.2479,0.2516,1281558.5
2023-04-09,0.2519,0.2519,0.2416,0.2472,1037513.6
2023-04-10,0.2476,0.278,0.242,0.2551,7303313.9
2023-04-11,0.2545,0.2573,0.2499,0.2535,1590105.6
2023-04-12,0.2529,0.2533,0.2441,0.2484,1208286.8
2023-04-13,0.2484,0.2672,0.2482,0.257,6605950.0
2023-04-14,0.2571,0.2639,0.2539,0.2584,2494282.1
2023-04-15,0.2589,0.2614,0.2542,0.2559,714940.5
2023-04-16,0.2556,0.266,0.254,0.2599,1788303.3
2023-04-17,0.2595,0.2595,0.2495,0.2539,900735.2
2023-04-18,0.2536,0.2623,0.25,0.2578,1306806.5
2023-04-19,0.2576,0.2586,0.2345,0.2365,960204.7
2023-04-20,0.2367,0.2595,0.2337,0.2522,11622798.3
2023-04-21,0.252,0.2792,0.2375,0.2425,22666912.2
2023-04-22,0.2425,0.2425,0.2327,0.241,3040416.5
2023-04-23,0.2408,0.2419,0.2317,0.2362,993195.8
2023-04-24,0.2357,0.2384,0.2269,0.2335,1652183.4
2023-04-25,0.2325,0.2342,0.222,0.2332,1085439.6
2023-04-26,0.2334,0.2415,0.224,0.2333,1543839.7
2023-04-27,0.2333,0.2466,0.2312,0.2374,2538894.6
2023-04-28,0.2376,0.2402,0.2333,0.2366,1050223.7
2023-04-29,0.2368,0.2416,0.2355,0.2372,812820.5
2023-04-30,0.2363,0.238,0.2326,0.2349,1049137.0
