date,open,high,low,close,volume
2022-08-23,0.001665,0.001708,0.001615,0.001699,197778036.0
2022-08-24,0.001698,0.001929,0.001657,0.00172,1043165924.0
2022-08-25,0.00172,0.001775,0.001716,0.001769,243730100.0
2022-08-26,0.001764,0.001806,0.001583,0.001592,628630845.0
2022-08-27,0.001586,0.001619,0.001538,0.001574,215232992.0
2022-08-28,0.001573,0.001614,0.001543,0.001543,168553221.0
2022-08-29,0.001543,0.001618,0.001515,0.001601,206150412.0
2022-08-30,0.001597,0.001654,0.001542,0.001565,175044433.0
2022-08-31,0.001564,0.001617,0.001552,0.001581,200358049.0
2022-09-01,0.001582,0.0016,0.001531,0.001584,192709007.0
2022-09-02,0.001584,0.001598,0.001543,0.001554,217910253.0
2022-09-03,0.001552,0.001585,0.001532,0.001543,98339872.0
2022-09-04,0.001544,0.00162,0.001542,0.001591,371853661.0
2022-09-05,0.001589,0.001593,0.001537,0.001563,179451992.0
2022-09-06,0.001566,0.001599,0.001433,0.001455,338597836.0
2022-09-07,0.001456,0.001538,0.001422,0.001497,653747351.0
2022-09-08,0.001497,0.001515,0.001464,0.0015,235306221.0
2022-09-09,0.001501,0.001604,0.00149,0.001582,307292199.0
2022-09-10,0.001583,0.001731,0.001566,0.001635,1007134588.0
2022-09-11,0.001636,0.0017,0.001621,0.001641,377611185.0
2022-09-12,0.001641,0.001657,0.001579,0.001597,349342677.0
2022-09-13,0.001595,0.001649,0.0015,0.00151,421549992.0
2022-09-14,0.00151,0.001545,0.001488,0.001509,300548254.0
2022-09-15,0.001508,0.001538,0.001469,0.001496,326664120.0
2022-09-16,0.001495,0.001546,0.001441,0.001522,336036458.0
2022-09-17,0.001521,0.001542,0.00151,0.001525,190612005.0
2022-09-18,0.001525,0.001525,0.001427,0.001444,346906236.0
2022-09-19,0.001441,0.001484,0.001393,0.001467,202001203.0
2022-09-20,0.001466,0.001481,0.001397,0.001409,247468679.0
2022-09-21,0.001408,0.001461,0.001356,0.001396,325901670.0
2022-09-22,0.001388,0.001511,0.001376,0.001437,425415031.0
2022-09-23,0.001436,0.001453,0.001372,0.00142,371692680.0
2022-09-24,0.00142,0.001428,0.001393,0.001399,112889108.0
2022-09-25,0.001395,0.001415,0.00138,0.001393,129983064.0
2022-09-26,0.001393,0.001413,0.001361,0.0014,254864562.0
2022-09-27,0.001397,0.001449,0.001377,0.001399,294192276.0
2022-09-28,0.001395,0.001403,0.001341,0.001377,221978247.0
2022-09-29,0.001379,0.00142,0.001363,0.001403,186411547.0
2022-09-30,0.001407,0.00155,0.00131,0.001434,1345983869.0
2022-10-01,0.001432,0.0015,0.001423,0.001435,458274507.0
2022-10-02,0.001433,0.001436,0.001361,0.001365,296484153.0
2022-10-03,0.001364,0.001412,0.001357,0.001391,248160803.0
2022-10-04,0.001391,0.001524,0.001381,0.001427,834102508.0
2022-10-05,0.001426,0.001491,0.001394,0.001422,355923308.0
2022-10-06,0.001419,0.001452,0.001412,0.001434,206704267.0
2022-10-07,0.001433,0.001449,0.001379,0.001392,272813310.0
2022-10-08,0.001388,0.001418,0.001384,0.001399,73242975.0
2022-10-09,0.001398,0.001413,0.001382,0.001398,72910983.0
2022-10-10,0.001398,0.001409,0.001345,0.001356,125120363.0
2022-10-11,0.001356,0.00138,0.001329,0.001358,203673842.0
2022-10-12,0.001351,0.001372,0.001331,0.001339,110519645.0
2022-10-13,0.001335,0.00135,0.001259,0.001338,244462573.0
2022-10-14,0.001338,0.001373,0.001304,0.001309,111059848.0
2022-10-15,0.001309,0.001323,0.001291,0.001303,125594866.0
2022-10-16,0.001302,0.001346,0.001293,0.001322,204040553.0
2022-10-17,0.001319,0.001445,0.001315,0.001378,534050510.0
2022-10-18,0.001376,0.001391,0.00132,0.001343,150845193.0
2022-10-19,0.00134,0.00134,0.001295,0.001295,123423284.0
2022-10-20,0.001295,0.001335,0.001263,0.001275,172905558.0
2022-10-21,0.001275,0.001308,0.001233,0.001293,133958460.0
2022-10-22,0.001292,0.001363,0.001277,0.001325,230139817.0
2022-10-23,0.001324,0.00145,0.001307,0.001331,975457754.0
2022-10-24,0.001332,0.001336,0.001282,0.00129,257930206.0
2022-10-25,0.001289,0.001339,0.001258,0.001323,327428977.0
2022-10-26,0.001322,0.00138,0.001319,0.001334,209008706.0
2022-10-27,0.001333,0.001373,0.001293,0.001304,230697550.0
2022-10-28,0.001303,0.00137,0.001286,0.001334,190653646.0
2022-10-29,0.001332,0.001392,0.001324,0.001368,255524484.0
2022-10-30,0.001369,0.001373,0.00133,0.001347,150886901.0
2022-10-31,0.001346,0.001352,0.001296,0.00131,182678620.0
2022-11-01,0.00131,0.001345,0.001294,0.00131,176864207.0
2022-11-02,0.001309,0.001335,0.001278,0.001298,209170668.0
2022-11-03,0.001297,0.001382,0.001291,0.001326,344843925.0
2022-11-04,0.001326,0.00141,0.001322,0.0014,442727457.0
2022-11-05,0.001395,0.001497,0.00138,0.001421,927308842.0
2022-11-06,0.00142,0.001485,0.001382,0.00139,371967264.0
2022-11-07,0.001388,0.001521,0.001343,0.001489,720424390.0
2022-11-08,0.00149,0.001555,0.001164,0.001305,2967709491.0
2022-11-09,0.001306,0.001322,0.001012,0.001063,999344400.0
2022-11-10,0.001063,0.001285,0.001033,0.001174,1568558723.0
2022-11-11,0.001174,0.001215,0.00109,0.001138,420021109.0
2022-11-12,0.001139,0.001141,0.001048,0.001059,346896346.0
2022-11-13,0.001054,0.001078,0.00098,0.00099,460185979.0
2022-11-14,0.00099,0.001028,0.000955,0.000994,340266390.0
2022-11-15,0.000992,0.001067,0.000984,0.001021,401386846.0
2022-11-16,0.001019,0.001076,0.000989,0.001002,321389414.0
