date,price
2024-05-22,0.00023012086286490566
2024-05-23,0.00022305606109907232
2024-05-24,0.0002265124933944429
2024-05-25,0.00022047793110486268
2024-05-26,0.00022477129077880882
2024-05-27,0.00022502866786548248
2024-05-28,0.0002774480069279288
2024-05-29,0.0002950480299033122
2024-05-30,0.0002677913686251444
2024-05-31,0.00024842381170430555
2024-06-01,0.0002562607401015423
2024-06-02,0.0002525955149935924
2024-06-03,0.00024392894956860677
2024-06-04,0.0002688457531039397
2024-06-05,0.00029532413911624545
2024-06-06,0.00030890382390131476
2024-06-07,0.0003223878709503972
2024-06-08,0.00028289486549400904
2024-06-09,0.00027965661681606815
2024-06-10,0.0002796294957232153
2024-06-11,0.0002650642987840673
2024-06-12,0.0002369635265692604
2024-06-13,0.00021879081436405716
2024-06-14,0.00020544752723998562
2024-06-15,0.00020069227339502812
2024-06-16,0.00020271971998217183
2024-06-17,0.0002070511048273811
2024-06-18,0.00018192965313494305
2024-06-19,0.0001680725530902173
2024-06-20,0.0001713047373831498
2024-06-21,0.00017545949370030114
2024-06-22,0.00016966101595207147
2024-06-23,0.00017025645492488336
2024-06-24,0.00015801245335022476
2024-06-25,0.00016815459021583124
2024-06-26,0.00017796572568718925
2024-06-27,0.00016729607320403844
2024-06-28,0.00017334149345077311
2024-06-29,0.00016350426420945022
2024-06-30,0.000163732059306347
2024-07-01,0.000171259582911123
2024-07-02,0.00017026946959602043
2024-07-03,0.00018240405570480998
2024-07-04,0.00016264348547534812
2024-07-05,0.00014197454444843087
2024-07-06,0.0001386777498478756
2024-07-07,0.0001520701327309375
2024-07-08,0.00013578350117059642
2024-07-09,0.00014193716193372456
2024-07-10,0.0001440740123875504
2024-07-11,0.00014931614055981507
2024-07-12,0.0001433217673168603
2024-07-13,0.00014046932150265238
2024-07-14,0.00014223653550648614
2024-07-15,0.00015199620293196203
2024-07-16,0.00018366887777858937
2024-07-17,0.00018949636845073633
2024-07-18,0.00017981620669437514
2024-07-19,0.00017395014854946721
2024-07-20,0.00019031487969156544
2024-07-21,0.00020048996713220818
2024-07-22,0.0002056803625430063
2024-07-23,0.00019359862206505288
2024-07-24,0.0001857904431833341
2024-07-25,0.0001793200324028685
2024-07-26,0.00017485561082415614
2024-07-27,0.0001809116193242815
2024-07-28,0.00017828518903950332
2024-07-29,0.000172907768814653
2024-07-30,0.00017191826621508358
2024-07-31,0.00016717802934392023
2024-08-01,0.0001615147652267322
2024-08-02,0.00015796416781603667
2024-08-03,0.00014130988734695912
2024-08-04,0.00013092464008712955
2024-08-05,0.00012160726376065354
2024-08-06,0.00011013664897214007
2024-08-07,0.00012088628949132804
2024-08-08,0.00011797468019015387
2024-08-09,0.000132670100719668
2024-08-10,0.00012891495330169165
2024-08-11,0.00012646481768449662
2024-08-12,0.00011760255047450291
2024-08-13,0.0001243969606011528
2024-08-14,0.0001228819138603898
2024-08-15,0.0001190570350305033
2024-08-16,0.00011608312448802694
2024-08-17,0.00011295303864524566
2024-08-18,0.00011485022504829439
2024-08-19,0.00011428969198108002
2024-08-20,0.0001166301420931215
2024-08-21,0.0001250902844257765
2024-08-22,0.00012745031014772874
2024-08-23,0.00013908069001648688
2024-08-24,0.0001479950636109924
2024-08-25,0.00015369247459947602
2024-08-26,0.00015001850881455527
2024-08-27,0.00014794779589365849
2024-08-28,0.00014687790653202415
2024-08-29,0.00015456493985033514
2024-08-30,0.00013870896476546733
2024-08-31,0.0001276488677318094
2024-09-01,0.00012506580823930084
2024-09-02,0.00011682617748436088
2024-09-03,0.00012172252548087774
2024-09-04,0.00011861517385379859
2024-09-05,0.0001221453694933069
2024-09-06,0.00011908491897591006
2024-09-07,0.00011539810102199545
2024-09-08,0.0001184513951533983
2024-09-09,0.0001232077334556963
2024-09-10,0.0001286481302968348
2024-09-11,0.00012748603419654174
2024-09-12,0.00012269867320409826
2024-09-13,0.0001244918556547317
2024-09-14,0.00013051956651524067
2024-09-15,0.00012539671763833122
2024-09-16,0.00012099969826126617
2024-09-17,0.00011886275756963867
2024-09-18,0.000121547773702917
2024-09-19,0.00012781183655494958
2024-09-20,0.00013134685023290485
2024-09-21,0.00013399631755646967
2024-09-22,0.00013636985666633865
2024-09-23,0.00013037898717870703
2024-09-24,0.0001340059795791028
2024-09-25,0.0001416544217135492
2024-09-26,0.00013764327032058374
2024-09-27,0.00015013708562119219
2024-09-28,0.00016841765519252637
2024-09-29,0.00017029013754842436
2024-09-30,0.00016232661971325716
2024-10-01,0.0001530595336468098
2024-10-02,0.00013703898839067323
2024-10-03,0.00013350379818126778
2024-10-04,0.00012814259592108053
2024-10-05,0.00013639639006041206
2024-10-06,0.00013249618978749926
2024-10-07,0.00013980583115455732
2024-10-08,0.00013706167681314446
2024-10-09,0.00013500553147590324
2024-10-10,0.00012959226489000442
2024-10-11,0.00013099406250988168
2024-10-12,0.0001371341985597718
2024-10-13,0.00013978778242954378
2024-10-14,0.00013633723723203555
2024-10-15,0.00015292167961784283
2024-10-16,0.00014769413934024933
2024-10-17,0.00014894636018762027
2024-10-18,0.00014213410791039634
2024-10-19,0.00015218339277886414
2024-10-20,0.00015862319344352673
2024-10-21,0.0001572174325797031
2024-10-22,0.00015144792478733073
2024-10-23,0.0001486059470640047
2024-10-24,0.0001428489654866736
2024-10-25,0.000147126195382121
2024-10-26,0.00013029773213400997
2024-10-27,0.00013330564769041767
2024-10-28,0.00013515312362305024
2024-10-29,0.00014143619444056363
2024-10-30,0.00014711140476477092
2024-10-31,0.00014555834239668623
2024-11-01,0.00013865890889073855
