date,price
2024-11-25,253.63893250552624
2024-11-26,234.5375215535424
2024-11-27,230.77914119497484
2024-11-28,242.46678684660802
2024-11-29,237.65273808614407
2024-11-30,243.70089664594224
2024-12-01,238.16347667858562
2024-12-02,237.54718827599987
2024-12-03,225.5283610124218
2024-12-04,234.99258635351788
2024-12-05,229.06669921453178
2024-12-06,237.3008587229224
2024-12-07,237.00646868253727
2024-12-08,238.89329739813545
2024-12-09,237.57854563045439
2024-12-10,217.61737842270807
2024-12-11,213.52687206332865
2024-12-12,227.0731413756734
2024-12-13,227.02574746034202
2024-12-14,224.59546331682483
2024-12-15,219.871836259502
2024-12-16,224.53658892974883
2024-12-17,216.51544960024825
2024-12-18,222.74032965988914
2024-12-19,205.36330239790396
2024-12-20,194.9019815694289
2024-12-21,194.12198450453806
2024-12-22,181.0289078386085
2024-12-23,180.15299381882627
2024-12-24,189.84218617656558
2024-12-25,197.50098597289022
2024-12-26,197.3576592740719
2024-12-27,188.14456627233477
2024-12-28,183.74866385462855
2024-12-29,194.8276511169169
2024-12-30,189.9284130164687
2024-12-31,190.70066508822853
2025-01-01,189.45168366761857
2025-01-02,193.64679144177083
2025-01-03,207.87862676897498
2025-01-04,217.647289485303
2025-01-05,216.68364826265568
2025-01-06,213.44823541657385
2025-01-07,218.4209767110049
2025-01-08,202.492545725036
2025-01-09,197.45206766283226
2025-01-10,185.0111350868991
2025-01-11,187.8201167474825
2025-01-12,188.0632507646954
2025-01-13,188.39194289058088
2025-01-14,183.11428850097792
2025-01-15,187.70452520232413
2025-01-16,205.75854800567018
2025-01-17,211.23399374041628
2025-01-18,219.77905400813702
2025-01-19,262.5615764589647
2025-01-20,251.97488550305266
2025-01-21,242.47150410221352
2025-01-22,250.3984908388754
2025-01-23,256.1143343782641
2025-01-24,253.49503131499628
2025-01-25,253.62637885441316
2025-01-26,257.0742996969564
2025-01-27,241.06731630326192
2025-01-28,234.97914713600687
2025-01-29,226.88945614638288
2025-01-30,228.6145425527223
2025-01-31,239.04719726337646
2025-02-01,231.50782299297455
2025-02-02,214.46366422580272
2025-02-03,202.32492853599265
2025-02-04,215.95147229807475
2025-02-05,207.42406393975517
2025-02-06,196.21787573260255
2025-02-07,189.38932513491977
2025-02-08,192.2709679394336
2025-02-09,199.70939394589394
2025-02-10,200.44634668796408
2025-02-11,200.0458466193684
2025-02-12,197.92915264031842
2025-02-13,196.60301392852935
2025-02-14,194.2631701900725
2025-02-15,199.65011966060425
2025-02-16,194.4254509858272
2025-02-17,188.165584495931
2025-02-18,177.91997195388805
2025-02-19,169.10718217289786
2025-02-20,169.26443436615673
2025-02-21,176.02074183930708
2025-02-22,169.00123201382314
2025-02-23,172.21280391506767
2025-02-24,168.09302650361454
2025-02-25,141.16593031186233
2025-02-26,144.3563354963687
2025-02-27,134.6628545613439
2025-02-28,137.60648163669737
2025-03-01,148.17466304440643
2025-03-02,143.4002225931321
2025-03-03,178.17413183106032
2025-03-04,142.5141267061424
2025-03-05,145.06190940041165
2025-03-06,146.1815871653316
2025-03-07,143.45134750836067
2025-03-08,139.1826626278542
2025-03-09,136.88210638232243
2025-03-10,126.63426805755283
2025-03-11,118.78644366084116
2025-03-12,125.4287680235315
2025-03-13,126.56536487567297
2025-03-14,123.23770752728635
2025-03-15,133.5545345544276
2025-03-16,135.83808085318316
2025-03-17,126.16514527624146
2025-03-18,128.27980954134415
2025-03-19,125.34406014353017
2025-03-20,135.62276169425357
2025-03-21,127.67626424914864
2025-03-22,128.23973822410704
2025-03-23,128.39187391771924
2025-03-24,132.10106868785385
2025-03-25,140.57936877383233
2025-03-26,143.93305133739045
2025-03-27,137.09334253160864
2025-03-28,138.37897933357002
2025-03-29,129.44621681849003
2025-03-30,124.50189658068513
2025-03-31,124.5806499329744
2025-04-01,124.86617842858315
2025-04-02,126.80693682115113
2025-04-03,118.08550586157003
2025-04-04,117.1929518844708
2025-04-05,122.71307466195722
2025-04-06,120.16838205477265
2025-04-07,105.76515013740064
2025-04-08,106.7967654056102
2025-04-09,105.48654682895575
2025-04-10,118.96288063114291
2025-04-11,112.88616853404648
2025-04-12,121.39249540173658
2025-04-13,132.15438529607428
2025-04-14,128.2347432835372
2025-04-15,129.42181202590046
2025-04-16,126.3038818388089
2025-04-17,131.4761427933663
2025-04-18,134.6151648808524
2025-04-19,133.9760882871713
2025-04-20,139.64248014652355
2025-04-21,137.6315829179827
2025-04-22,136.3303974884886
2025-04-23,148.80397504642707
2025-04-24,150.9999108899842
2025-04-25,152.3299363576059
2025-04-26,150.92008896105446
2025-04-27,149.14633083954075
2025-04-28,148.2466719511348
2025-04-29,147.99083303267335
2025-04-30,146.49305755147196
2025-05-01,147.73348327834748
2025-05-02,150.76046702861854
2025-05-03,147.97213909446802
2025-05-04,146.79754814764868
2025-05-05,143.9823040324787
2025-05-06,146.81070557078957
2025-05-07,146.90938773866714
2025-05-08,147.20059726659957
2025-05-09,163.41627317514832
2025-05-10,172.6970765026263
2025-05-11,177.3428319704922
2025-05-12,172.85779222329435
2025-05-13,174.41950190990173
2025-05-14,184.05379777179434
2025-05-15,176.45507175799847
2025-05-16,168.75269732863256
2025-05-16,172.89739802956115
